 
HCPC	Seq Num	RIC	Long Description	Short Description	PI1	PI2	PI3	PI4	MPI	CIM1	CIM2	CIM3	MCM1	MCM2	MCM3	Statute	Lab Cert1	Lab Cert2	Lab Cert3	Lab Cert4	Lab Cert5	Lab Cert6	Lab Cert7	Lab Cert8	X-Ref1	X-Ref2	X-Ref3	X-Ref4	X-Ref5	Coverage	ASC Pay Grp	ASC Pay Grp Eff Date	MOG Pay Grp	MOG Pay Ind	MOG Eff Date	Proc Note	BETOS	FILLER	TOS1	TOS2	TOS3	TOS4	TOS5	Anest Base Units	Code Add Date	Action Eff Date	Term Date	Action Code	   
G0441	00100	3	APPLICATION OF TISSUE CULTURED ALLOGENEIC SKIN SUBSTITUTE OR DERMAL SUBSTITUTE;	Skin/dermal subs each additi	13				A																					C							P6C		1					  0	20110101	20110101		A	   
G0441	00200	4	FOR USE ON LOWER LIMB, INCLUDES THE SITE PREPARATION AND DEBRIDEMENT IF																																														   
G0441	00300	4	PERFORMED; EACH ADDITIONAL 25 SQ CM																																														   
G3001	00100	3	ADMINISTRATION AND SUPPLY OF TOSITUMOMAB, 450 MG	Admin + supply, tositumomab	13				A																					C							T2D		1					  0	20030701	20030701		N	   
G8006	00100	3	ACUTE MYOCARDIAL INFARCTION: PATIENT DOCUMENTED TO HAVE RECEIVED ASPIRIN AT	AMI pt recd aspirin at arriv	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8006	00200	4	ARRIVAL																																														   
G8007	00100	3	ACUTE MYOCARDIAL INFARCTION: PATIENT NOT DOCUMENTED TO HAVE RECEIVED ASPIRIN AT	AMI pt did not receiv aspiri	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8007	00200	4	ARRIVAL																																														   
G8008	00100	3	CLINICIAN DOCUMENTED THAT ACUTE MYOCARDIAL INFARCTION PATIENT WAS NOT AN	AMI pt ineligible for aspiri	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8008	00200	4	ELIGIBLE CANDIDATE TO RECEIVE ASPIRIN AT ARRIVAL MEASURE																																														   
G8009	00100	3	ACUTE MYOCARDIAL INFARCTION: PATIENT DOCUMENTED TO HAVE RECEIVED BETA-BLOCKER	AMI pt recd Bblock at arr	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8009	00200	4	AT ARRIVAL																																														   
G8010	00100	3	ACUTE MYOCARDIAL INFARCTION: PATIENT NOT DOCUMENTED TO HAVE RECEIVED	AMI pt did not rec bblock	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8010	00200	4	BETA-BLOCKER AT ARRIVAL																																														   
G8011	00100	3	CLINICIAN DOCUMENTED THAT ACUTE MYOCARDIAL INFARCTION PATIENT WAS NOT AN	AMI pt inelig Bbloc at arriv	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8011	00200	4	ELIGIBLE CANDIDATE FOR BETA-BLOCKER AT ARRIVAL MEASURE																																														   
G8012	00100	3	PNEUMONIA: PATIENT DOCUMENTED TO HAVE RECEIVED ANTIBIOTIC WITHIN 4 HOURS OF	Pneum pt recv antibiotic 4 h	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8012	00200	4	PRESENTATION																																														   
G8013	00100	3	PNEUMONIA: PATIENT NOT DOCUMENTED TO HAVE RECEIVED ANTIBIOTIC WITHIN 4 HOURS OF	Pneum pt w/o antibiotic 4 hr	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8013	00200	4	PRESENTATION																																														   
G8014	00100	3	CLINICIAN DOCUMENTED THAT PNEUMONIA PATIENT WAS NOT AN ELIGIBLE CANDIDATE FOR	Pneum pt not elig antibiotic	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8014	00200	4	ANTIBIOTIC WITHIN 4 HOURS OF PRESENTATION MEASURE																																														   
G8015	00100	3	DIABETIC PATIENT WITH MOST RECENT HEMOGLOBIN A1C LEVEL (WITHIN THE LAST 6	Diabetic pt w/ HBA1c>9%	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8015	00200	4	MONTHS) DOCUMENTED AS GREATER THAN 9%																																														   
G8016	00100	3	DIABETIC PATIENT WITH MOST RECENT HEMOGLOBIN A1C LEVEL (WITHIN THE LAST 6	Diabetic pt w/ HBA1c<or=9%	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8016	00200	4	MONTHS) DOCUMENTED AS LESS THAN OR EQUAL TO 9%																																														   
G8017	00100	3	CLINICIAN DOCUMENTED THAT DIABETIC PATIENT WAS NOT ELIGIBLE CANDIDATE FOR	DM pt inelig for HBA1c measu	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8017	00200	4	HEMOGLOBIN A1C MEASURE																																														   
G8018	00100	3	CLINICIAN HAS NOT PROVIDED CARE FOR THE DIABETIC PATIENT FOR THE REQUIRED TIME	Care not provided for HbA1c	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8018	00200	4	FOR HEMOGLOBIN A1C MEASURE (6 MONTHS)																																														   
G8019	00100	3	DIABETIC PATIENT WITH MOST RECENT LOW-DENSITY LIPOPROTEIN (WITHIN THE LAST 12	Diabetic pt w/LDL>= 100mg/dl	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8019	00200	4	MONTHS) DOCUMENTED AS GREATER THAN OR EQUAL TO 100 MG/DL																																														   
G8020	00100	3	DIABETIC PATIENT WITH MOST RECENT LOW-DENSITY LIPOPROTEIN (WITHIN THE LAST 12	Diab pt w/LDL< 100mg/dl	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8020	00200	4	MONTHS) DOCUMENTED AS LESS THAN 100 MG/DL																																														   
G8021	00100	3	CLINICIAN DOCUMENTED THAT DIABETIC PATIENT WAS NOT ELIGIBLE CANDIDATE FOR	Diab pt inelig for LDL meas	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8021	00200	4	LOW-DENSITY LIPOPROTEIN MEASURE																																														   
G8022	00100	3	CLINICIAN HAS NOT PROVIDED CARE FOR THE DIABETIC PATIENT FOR THE REQUIRED TIME	Care not provided for LDL	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8022	00200	4	FOR LOW-DENSITY LIPOPROTEIN MEASURE (12 MONTHS)																																														   
G8023	00100	3	DIABETIC PATIENT WITH MOST RECENT BLOOD PRESSURE (WITHIN THE LAST 6 MONTHS)	DM pt w BP>=140/80	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8023	00200	4	DOCUMENTED AS EQUAL TO OR GREATER THAN 140 SYSTOLIC OR EQUAL TO OR GREATER THAN																																														   
G8023	00300	4	80 MMHG DIASTOLIC																																														   
G8024	00100	3	DIABETIC PATIENT WITH MOST RECENT BLOOD PRESSURE (WITHIN THE LAST 6 MONTHS)	Diabetic pt wBP<140/80	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8024	00200	4	DOCUMENTED AS LESS THAN 140 SYSTOLIC AND LESS THAN 80 DIASTOLIC																																														   
G8025	00100	3	CLINICIAN DOCUMENTED THAT THE DIABETIC PATIENT WAS NOT ELIGIBLE CANDIDATE FOR	Diabetic pt inelig for BP me	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8025	00200	4	BLOOD PRESSURE MEASURE																																														   
G8026	00100	3	CLINICIAN HAS NOT PROVIDED CARE FOR THE DIABETIC PATIENT FOR THE REQUIRED TIME	Diabet pt w no care re BP me	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8026	00200	4	FOR BLOOD PRESSURE MEASURE (WITHIN THE LAST 6 MONTHS)																																														   
G8027	00100	3	HEART FAILURE PATIENT WITH LEFT VENTRICULAR SYSTOLIC DYSFUNCTION (LVSD)	HF p w/LVSD on ACE-I/ARB	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8027	00200	4	DOCUMENTED TO BE ON EITHER ANGIOTENSIN-CONVERTING ENZYME INHIBITOR OR																																														   
G8027	00300	4	ANGIOTENSIN-RECEPTOR BLOCKER (ACE-I OR ARB) THERAPY																																														   
G8028	00100	3	HEART FAILURE PATIENT WITH LEFT VENTRICULAR SYSTOLIC DYSFUNCTION (LVSD) NOT	HF pt w/LVSD not on ACE-I/AR	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8028	00200	4	DOCUMENTED TO BE ON EITHER ANGIOTENSIN-CONVERTING ENZYME INHIBITOR OR																																														   
G8028	00300	4	ANGIOTENSIN-RECEPTOR BLOCKER (ACE-I OR ARB) THERAPY																																														   
G8029	00100	3	CLINICIAN DOCUMENTED THAT HEART FAILURE PATIENT WAS NOT AN ELIGIBLE CANDIDATE	HF pt not elig for ACE-I/ARB	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8029	00200	4	FOR EITHER ANGIOTENSIN-CONVERTING ENZYME INHIBITOR OR ANGIOTENSIN-RECEPTOR																																														   
G8029	00300	4	BLOCKER (ACE-I OR ARB) THERAPY MEASURE																																														   
G8030	00100	3	HEART FAILURE PATIENT WITH LEFT VENTRICULAR SYSTOLIC DYSFUNCTION (LVSD)	HF pt w/LVSD on Bblocker	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8030	00200	4	DOCUMENTED TO BE ON BETA-BLOCKER THERAPY																																														   
G8031	00100	3	HEART FAILURE PATIENT WITH LEFT VENTRICULAR SYSTOLIC DYSFUNCTION (LVSD) NOT	HF pt w/LVSD not on Bblocker	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8031	00200	4	DOCUMENTED TO BE ON BETA-BLOCKER THERAPY																																														   
G8032	00100	3	CLINICIAN DOCUMENTED THAT HEART FAILURE PATIENT WAS NOT ELIGIBLE CANDIDATE FOR	HF pt not elig for Bblocker	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8032	00200	4	BETA-BLOCKER THERAPY MEASURE																																														   
G8033	00100	3	PRIOR MYOCARDIAL INFARCTION - CORONARY ARTERY DISEASE PATIENT DOCUMENTED TO BE	PMI-CAD pt on Bblocker	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8033	00200	4	ON BETA-BLOCKER THERAPY																																														   
G8034	00100	3	PRIOR MYOCARDIAL INFARCTION - CORONARY ARTERY DISEASE PATIENT NOT DOCUMENTED TO	PMI-CAD pt not on Bblocker	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8034	00200	4	BE ON BETA-BLOCKER THERAPY																																														   
G8035	00100	3	CLINICIAN DOCUMENTED THAT PRIOR MYOCARDIAL INFARCTION - CORONARY ARTERY DISEASE	PMI-CAD pt inelig Bblocker	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8035	00200	4	PATIENT WAS NOT ELIGIBLE CANDIDATE FOR BETA-BLOCKER THERAPY MEASURE																																														   
G8036	00100	3	CORONARY ARTERY DISEASE PATIENT DOCUMENTED TO BE ON ANTIPLATELET THERAPY	AMI-CAD pt doc on antiplatel	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8037	00100	3	CORONARY ARTERY DISEASE PATIENT NOT DOCUMENTED TO BE ON ANTIPLATELET THERAPY	AMI-CAD pt not docu on antip	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8038	00100	3	CLINICIAN DOCUMENTED THAT CORONARY ARTERY DISEASE PATIENT WAS NOT ELIGIBLE	AMI-CAD inelig antiplate mea	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8038	00200	4	CANDIDATE FOR ANTIPLATELET THERAPY MEASURE																																														   
G8039	00100	3	CORONARY ARTERY DISEASE - PATIENT WITH LOW-DENSITY LIPOPROTEIN DOCUMENTED TO BE	CAD pt w/LDL>100mg/dl	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8039	00200	4	GREATER THAN 100MG/DL																																														   
G8040	00100	3	CORONARY ARTERY DISEASE - PATIENT WITH LOW-DENSITY LIPOPROTEIN DOCUMENTED TO BE	CAD pt w/LDL<or=100mg/dl	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8040	00200	4	LESS THAN OR EQUAL TO 100MG/DL																																														   
G8041	00100	3	CLINICIAN DOCUMENTED THAT CORONARY ARTERY DISEASE PATIENT WAS NOT ELIGIBLE	CAD pt not eligible for LDL	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8041	00200	4	CANDIDATE FOR LOW-DENSITY LIPOPROTEIN MEASURE																																														   
G8051	00100	3	PATIENT (FEMALE) DOCUMENTED TO HAVE BEEN ASSESSED FOR OSTEOPOROSIS	Osteoporosis assess	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8052	00100	3	PATIENT (FEMALE) NOT DOCUMENTED TO HAVE BEEN ASSESSED FOR OSTEOPOROSIS	Osteopor pt not assess	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8053	00100	3	CLINICIAN DOCUMENTED THAT (FEMALE) PATIENT WAS NOT AN ELIGIBLE CANDIDATE FOR	Pt inelig for osteopor meas	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8053	00200	4	OSTEOPOROSIS ASSESSMENT MEASURE																																														   
G8054	00100	3	PATIENT NOT DOCUMENTED FOR THE ASSESSMENT FOR FALLS WITHIN LAST 12 MONTHS	Falls assess not docum 12 mo	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8055	00100	3	PATIENT DOCUMENTED FOR THE ASSESSMENT FOR FALLS WITHIN LAST 12 MONTHS	Falls assess w/ 12 mon	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8056	00100	3	CLINICIAN DOCUMENTED THAT PATIENT WAS NOT AN ELIGIBLE CANDIDATE FOR THE FALLS	Not elig for falls assessmen	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8056	00200	4	ASSESSMENT MEASURE WITHIN THE LAST 12 MONTHS																																														   
G8057	00100	3	PATIENT DOCUMENTED TO HAVE RECEIVED HEARING ASSESSMENT	Hearing assess receive	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8058	00100	3	PATIENT NOT DOCUMENTED TO HAVE RECEIVED HEARING ASSESSMENT	Pt w/o hearing assess	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8059	00100	3	CLINICIAN DOCUMENTED THAT PATIENT WAS NOT AN ELIGIBLE CANDIDATE FOR HEARING	Pt inelig for hearing assess	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8059	00200	4	ASSESSMENT MEASURE																																														   
G8060	00100	3	PATIENT DOCUMENTED FOR THE ASSESSMENT OF URINARY INCONTINENCE	Urinary incont pt assess	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8061	00100	3	PATIENT NOT DOCUMENTED FOR THE ASSESSMENT OF URINARY INCONTINENCE	Pt not assess for urinary in	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8062	00100	3	CLINICIAN DOCUMENTED THAT PATIENT WAS NOT AN ELIGIBLE CANDIDATE FOR URINARY	Pt not elig for urinary inco	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8062	00200	4	INCONTINENCE ASSESSMENT MEASURE																																														   
G8075	00100	3	END STAGE RENAL DISEASE PATIENT WITH DOCUMENTED DIALYSIS DOSE OF URR GREATER	ESRD pt w/ dialy of URR>=65%	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8075	00200	4	THAN OR EQUAL TO 65% (OR KT/V GREATER THAN OR EQUAL TO 1.2)																																														   
G8076	00100	3	END STAGE RENAL DISEASE PATIENT WITH DOCUMENTED DIALYSIS DOSE OF URR LESS THAN	ESRD pt w/ dialy of URR<65%	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8076	00200	4	65% (OR KT/V LESS THAN 1.2)																																														   
G8077	00100	3	CLINICIAN DOCUMENTED THAT END STAGE RENAL DISEASE PATIENT WAS NOT AN ELIGIBLE	ESRD pt not elig for URR/KtV	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8077	00200	4	CANDIDATE FOR URR OR KT/V MEASURE																																														   
G8078	00100	3	END STAGE RENAL DISEASE PATIENT WITH DOCUMENTED HEMATOCRIT GREATER THAN OR	ESRD pt w/Hct>or=33	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8078	00200	4	EQUAL TO 33 (OR HEMOGLOBIN GREATER THAN OR EQUAL TO 11)																																														   
G8079	00100	3	END STAGE RENAL DISEASE PATIENT WITH DOCUMENTED HEMATOCRIT LESS THAN 33 (OR	ESRD pt w/Hct<33	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8079	00200	4	HEMOGLOBIN LESS THAN 11)																																														   
G8080	00100	3	CLINICIAN DOCUMENTED THAT END STAGE RENAL DISEASE PATIENT WAS NOT AN ELIGIBLE	ESRD pt inelig for HCT/Hgb	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8080	00200	4	CANDIDATE FOR HEMATOCRIT (HEMOGLOBIN) MEASURE																																														   
G8081	00100	3	END STAGE RENAL DISEASE PATIENT REQUIRING HEMODIALYSIS VASCULAR ACCESS	ESRD pt w/ auto AV fistula	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8081	00200	4	DOCUMENTED TO HAVE RECEIVED AUTOGENOUS AV FISTULA																																														   
G8082	00100	3	END STAGE RENAL DISEASE PATIENT REQUIRING HEMODIALYSIS DOCUMENTED TO HAVE	ESRD pt w other fistula	00				9																					C							M5D		1					  0	20060101	20110101	20101231	D	   
G8082	00200	4	RECEIVED VASCULAR ACCESS OTHER THAN AUTOGENOUS AV FISTULA																																														   
